0_x,1_x,2_x,3_x,4_x,Bankrupt?_x,Cash flow rate,Net Income Flag,0_y,1_y,2_y,3_y,4_y
7.002415923058139,0.21063945816799184,0.5180120570442901,1.0471950497872244,-0.7530403059809867,1,0.458143143520965,1,-0.6896778332111003,0.46749454890835823,0.3466953264880556,0.24847115955795004,-0.5028788580645567
2.5157803443831934,-1.001404840546583,2.7969267927774624,1.254707633421876,-1.6259538889906713,1,0.461867257156757,1,-0.37272256936092657,-0.1602918602297053,-0.05116111636597037,-0.30429267703896534,0.7004820365802535
3.892479423747839,-0.4451955546250719,0.32988701378113483,0.5534867342253265,-0.6462546932649593,1,0.458520587470538,1,0.6647593417294594,0.6299334490856805,5.825500934615637,-3.6821418181642422,1.0967374347348922
5.358008269149324,-1.373353220068812,1.2784958644253366,1.0828867915776947,-1.1461777819731465,1,0.465705442741753,1,-1.4412605034159718,0.3969840040711561,0.302306573429963,-0.8306702525767702,0.2782156425111492
2.196216439019609,-0.6065893093637633,-0.3272247394583282,0.4664112121326738,-0.3035990239975068,1,0.462746282177097,1,-1.732286156630739,0.9086101168441733,0.34614645587602016,0.26955182993002774,-0.6341633069666853
6.279801348732136,-0.7820509117447814,0.6878799077188269,1.0653848731452464,-0.9035944159885705,1,0.465861452907577,1,-0.9454714943170953,0.7155407767668314,0.7092600842114576,-0.12652217786511508,-0.9220586529922749
5.532335701491876,-0.0419363028003748,0.5126195496022712,-0.1660827044281334,-0.16611045169991426,0,0.461020105181047,1,-1.2835666341026284,0.48969262560203297,0.037054057678598616,-0.004194663653324679,-0.11237405277729091
0.444304256623471,-0.224566817775765,0.03322901630889595,0.45024693894177903,-0.40552160105938057,0,0.467023980272263,1,-2.079425782479347,0.9964002222624763,0.31621056122909524,0.1423898003023531,-0.5246762412040386
0.3784901885376839,-1.4025313860156077,0.03467820540388594,-0.8504835091307973,0.381530825020136,0,0.463142178941983,1,-1.1272987163008,0.5469641251758812,0.3108116347211074,0.0009786373243510476,-0.26551390841712863
0.3726187117115858,0.4538454914207196,-1.0329253289011953,0.5514261180670571,-0.2604103503244778,0,0.470575308455583,1,-1.087317601285576,0.6836533665112718,0.4033009763387691,0.3043916871997771,-0.6672852133275994
